8.0;7.0;256.0;0.125;0.67047223663726;354724.0
9.0;3.0;512.0;0.0078125;0.6717176959003632;128861.0
13.0;0.0;8192.0;9.765625E-4;0.6715101193565127;144892.0
7.0;3.0;128.0;0.0078125;0.6737934613388687;84591.0
8.0;3.0;256.0;0.0078125;0.673897249610794;95944.0
10.0;6.0;1024.0;0.0625;0.6708873897249611;571548.0
6.0;6.0;64.0;0.0625;0.6752464971458225;124611.0
5.0;4.0;32.0;0.015625;0.6722366372599896;81548.0
10.0;5.0;1024.0;0.03125;0.6756616502335236;388992.0
5.0;6.0;32.0;0.0625;0.6734820965230929;98929.0
7.0;7.0;128.0;0.125;0.6718214841722885;220672.0
9.0;0.0;512.0;9.765625E-4;0.667047223663726;83767.0
7.0;6.0;128.0;0.0625;0.675038920601972;177528.0
7.0;0.0;128.0;9.765625E-4;0.6629994810586404;81644.0
6.0;7.0;64.0;0.125;0.675038920601972;153103.0
9.0;6.0;512.0;0.0625;0.6714063310845875;382071.0
9.0;4.0;512.0;0.015625;0.6760768033212247;184325.0
7.0;1.0;128.0;0.001953125;0.6646600934094448;80259.0
6.0;4.0;64.0;0.015625;0.6728593668915412;83079.0
8.0;1.0;256.0;0.001953125;0.6673585884795018;82242.0
11.0;3.0;2048.0;0.0078125;0.6741048261546445;253964.0
10.0;7.0;1024.0;0.125;0.6660093409444733;837313.0
5.0;7.0;32.0;0.125;0.6759730150492994;117891.0
12.0;2.0;4096.0;0.00390625;0.6748313440581214;243686.0
11.0;5.0;2048.0;0.03125;0.674312402698495;593962.0
8.0;6.0;256.0;0.0625;0.6744161909704204;249583.0
13.0;4.0;8192.0;0.015625;0.6734820965230929;943478.0
12.0;7.0;4096.0;0.125;0.673897249610794;2055831.0
10.0;1.0;1024.0;0.001953125;0.6694343539180073;97137.0
6.0;1.0;64.0;0.001953125;0.6616502335236119;81512.0
12.0;1.0;4096.0;0.001953125;0.6714063310845875;159855.0
11.0;6.0;2048.0;0.0625;0.6681888946549039;907506.0
9.0;5.0;512.0;0.03125;0.6748313440581214;266026.0
12.0;5.0;4096.0;0.03125;0.6737934613388687;983279.0
10.0;4.0;1024.0;0.015625;0.6757654385054489;270450.0
13.0;5.0;8192.0;0.03125;0.6719252724442139;1584522.0
12.0;6.0;4096.0;0.0625;0.6697457187337831;1483570.0
13.0;7.0;8192.0;0.125;0.6648676699532953;2645834.0
5.0;2.0;32.0;0.00390625;0.6625843279709392;81750.0
11.0;1.0;2048.0;0.001953125;0.6720290607161391;114761.0
11.0;4.0;2048.0;0.015625;0.6757654385054489;373371.0
6.0;3.0;64.0;0.0078125;0.6713025428126622;81352.0
8.0;0.0;256.0;9.765625E-4;0.6642449403217436;82992.0
10.0;0.0;1024.0;9.765625E-4;0.6698495070057083;90399.0
13.0;2.0;8192.0;0.00390625;0.6711987545407369;377522.0
9.0;7.0;512.0;0.125;0.6702646600934095;543955.0
6.0;5.0;64.0;0.03125;0.6766995329527763;106514.0
13.0;3.0;8192.0;0.0078125;0.6756616502335236;582906.0
8.0;5.0;256.0;0.03125;0.6732745199792424;191107.0
11.0;2.0;2048.0;0.00390625;0.6741048261546445;167284.0
8.0;4.0;256.0;0.015625;0.6749351323300466;137884.0
7.0;2.0;128.0;0.00390625;0.6703684483653347;81766.0
11.0;7.0;2048.0;0.125;0.6668396471198754;1145448.0
6.0;0.0;64.0;9.765625E-4;0.6595744680851063;82450.0
7.0;4.0;128.0;0.015625;0.6740010378827193;102904.0
5.0;0.0;32.0;9.765625E-4;0.6546964193046185;83036.0
12.0;3.0;4096.0;0.0078125;0.673897249610794;377085.0
11.0;0.0;2048.0;9.765625E-4;0.6698495070057083;98598.0
5.0;3.0;32.0;0.0078125;0.6671510119356513;80019.0
10.0;3.0;1024.0;0.0078125;0.6745199792423456;183217.0
7.0;5.0;128.0;0.03125;0.6747275557861961;134486.0
6.0;2.0;64.0;0.00390625;0.6666320705760249;80689.0
9.0;1.0;512.0;0.001953125;0.6695381421899326;86872.0
13.0;6.0;8192.0;0.0625;0.6713025428126622;1572265.0
10.0;2.0;1024.0;0.00390625;0.6737934613388687;113895.0
13.0;1.0;8192.0;0.001953125;0.672755578619616;223663.0
12.0;0.0;4096.0;9.765625E-4;0.6728593668915412;113497.0
5.0;1.0;32.0;0.001953125;0.6589517384535547;80840.0
8.0;2.0;256.0;0.00390625;0.6720290607161391;84693.0
12.0;4.0;4096.0;0.015625;0.6763881681370005;414781.0
5.0;5.0;32.0;0.03125;0.6744161909704204;85701.0
9.0;2.0;512.0;0.00390625;0.6730669434353918;91479.0

